ESTIMATIVAS DA POPULAÇÃO RESIDENTE NOS MUNICÍPIOS BRASILEIROS COM DATA DE REFERÊNCIA EM 1º DE JULHO DE 2024,,,,,
(UF),NOME DO MUNICÍPIO,POPULAÇÃO ESTIMADA
(RS),Jaquirana,"3,755"
(RS),Jari,"3,414"
(RS),Jóia,"7,305"
(RS),Júlio de Castilhos,"18,557"
(RS),Lagoa Bonita do Sul,"2,287"
(RS),Lagoão,"5,429"
(RS),Lagoa dos Três Cantos,"1,779"
(RS),Lagoa Vermelha,"28,617"
(RS),Lajeado,"96,651"
(RS),Lajeado do Bugre,"2,660"
(RS),Lavras do Sul,"7,294"
(RS),Liberato Salzano,"4,854"
(RS),Lindolfo Collor,"6,409"
(RS),Linha Nova,"1,720"
(RS),Machadinho,"5,864"
(RS),Maçambará,"4,487"
(RS),Mampituba,"3,201"
(RS),Manoel Viana,"6,917"
(RS),Maquiné,"7,588"
(RS),Maratá,"2,521"
(RS),Marau,"46,656"
(RS),Marcelino Ramos,"4,389"
(RS),Mariana Pimentel,"4,003"
(RS),Mariano Moro,"1,888"
(RS),Marques de Souza,"4,050"
(RS),Mata,"4,786"
(RS),Mato Castelhano,"2,610"
(RS),Mato Leitão,"4,990"
(RS),Mato Queimado,"1,833"
(RS),Maximiliano de Almeida,"4,258"
(RS),Minas do Leão,"7,661"
(RS),Miraguaí,"4,506"
(RS),Montauri,"1,530"
(RS),Monte Alegre dos Campos,"3,250"
(RS),Monte Belo do Sul,"2,609"
(RS),Montenegro,"66,295"
(RS),Mormaço,"2,815"
(RS),Morrinhos do Sul,"3,134"
(RS),Morro Redondo,"6,169"
(RS),Morro Reuter,"6,163"
(RS),Mostardas,"12,346"
(RS),Muçum,"4,694"
(RS),Muitos Capões,"2,938"
(RS),Muliterno,"1,755"
(RS),Não-Me-Toque,"18,314"
(RS),Nicolau Vergueiro,"1,979"
(RS),Nonoai,"14,056"
(RS),Nova Alvorada,"3,229"
(RS),Nova Araçá,"5,086"
(RS),Nova Bassano,"9,877"
(RS),Nova Boa Vista,"2,088"
(RS),Nova Bréscia,"3,105"
(RS),Nova Candelária,"3,134"
(RS),Nova Esperança do Sul,"4,974"
(RS),Nova Hartz,"20,539"
(RS),Nova Pádua,"2,390"
(RS),Nova Palma,"5,683"
(RS),Nova Petrópolis,"23,889"
(RS),Nova Prata,"26,587"
(RS),Nova Ramada,"2,201"
(RS),Nova Roma do Sul,"3,543"
(RS),Nova Santa Rita,"30,121"
(RS),Novo Cabrais,"3,636"
(RS),Novo Hamburgo,"235,879"
(RS),Novo Machado,"3,246"
(RS),Novo Tiradentes,"2,188"
(RS),Novo Xingu,"1,678"
(RS),Novo Barreiro,"4,371"
(RS),Osório,"48,929"
(RS),Paim Filho,"3,691"
(RS),Palmares do Sul,"13,170"
(RS),Palmeira das Missões,"34,233"
(RS),Palmitinho,"8,032"
(RS),Panambi,"45,042"
(RS),Pantano Grande,"10,438"
(RS),Paraí,"7,357"
(RS),Paraíso do Sul,"6,635"
(RS),Pareci Novo,"4,433"
(RS),Parobé,"53,555"
(RS),Passa Sete,"4,036"
(RS),Passo do Sobrado,"6,154"
(RS),Passo Fundo,"214,564"
(RS),Paulo Bento,"2,188"
(RS),Paverama,"8,146"
(RS),Pedras Altas,"2,100"
(RS),Pedro Osório,"7,634"
(RS),Pejuçara,"3,819"
(RS),Pelotas,"336,131"
(RS),Picada Café,"5,470"
(RS),Pinhal,"3,034"
(RS),Pinhal da Serra,"2,299"
(RS),Pinhal Grande,"3,867"
(RS),Pinheirinho do Vale,"4,637"
(RS),Pinheiro Machado,"11,409"
(RS),Pinto Bandeira,"2,784"
(RS),Pirapó,"2,260"
(RS),Piratini,"17,792"
(RS),Planalto,"10,624"
(RS),Poço das Antas,"2,222"
(RS),Pontão,"3,350"
(RS),Ponte Preta,"1,604"
(RS),Portão,"35,237"
(RS),Porto Alegre,"1,389,322"
(RS),Porto Lucena,"4,424"
(RS),Porto Mauá,"2,176"
(RS),Porto Vera Cruz,"1,585"
(RS),Porto Xavier,"10,132"
(RS),Pouso Novo,"1,773"
(RS),Presidente Lucena,"3,159"
(RS),Progresso,"5,430"
(RS),Protásio Alves,"2,069"
(RS),Putinga,"3,814"
(RS),Quaraí,"23,988"
(RS),Quatro Irmãos,"1,579"
(RS),Quevedos,"2,555"
(RS),Quinze de Novembro,"4,000"
(RS),Redentora,"9,934"
(RS),Relvado,"1,828"
(RS),Restinga Sêca,"15,213"
(RS),Rio dos Índios,"2,874"
(RS),Rio Grande,"198,958"
(RS),Rio Pardo,"35,666"
(RS),Riozinho,"4,572"
(RS),Roca Sales,"10,644"
(RS),Rodeio Bonito,"6,821"
(RS),Rolador,"2,332"
(RS),Rolante,"21,733"
(RS),Ronda Alta,"9,972"
(RS),Rondinha,"5,083"
(RS),Roque Gonzales,"6,698"
(RS),Rosário do Sul,"37,700"
(RS),Sagrada Família,"2,529"
(RS),Saldanha Marinho,"2,621"
(RS),Salto do Jacuí,"10,373"
(RS),Salvador das Missões,"2,953"
(RS),Salvador do Sul,"7,182"
(RS),Sananduva,"16,759"
(RS),Santa Bárbara do Sul,"8,275"
(RS),Santa Cecília do Sul,"1,710"
(RS),Santa Clara do Sul,"7,067"
(RS),Santa Cruz do Sul,"138,104"
(RS),Santa Maria,"282,244"
(RS),Santa Maria do Herval,"6,482"
(RS),Santa Margarida do Sul,"2,658"
(RS),Santana da Boa Vista,"7,140"
(RS),Sant'Ana do Livramento,"87,296"
(RS),Santa Rosa,"79,395"
(RS),Santa Tereza,"1,531"
(RS),Santa Vitória do Palmar,"31,961"
(RS),Santiago,"50,331"
(RS),Santo Ângelo,"79,130"
(RS),Santo Antônio do Palma,"2,134"
(RS),Santo Antônio da Patrulha,"44,393"
(RS),Santo Antônio das Missões,"10,493"
(RS),Santo Antônio do Planalto,"2,136"
(RS),Santo Augusto,"14,196"
(RS),Santo Cristo,"15,656"
(RS),Santo Expedito do Sul,"2,395"
(RS),São Borja,"61,323"
(RS),São Domingos do Sul,"2,808"
(RS),São Francisco de Assis,"17,949"
(RS),São Francisco de Paula,"22,373"
(RS),São Gabriel,"60,102"
(RS),São Jerônimo,"21,421"
(RS),São João da Urtiga,"4,549"
(RS),São João do Polêsine,"2,707"
(RS),São Jorge,"2,976"
(RS),São José das Missões,"2,403"
(RS),São José do Herval,"1,934"
(RS),São José do Hortêncio,"4,551"
(RS),São José do Inhacorá,"2,463"
(RS),São José do Norte,"26,245"
(RS),São José do Ouro,"6,978"
(RS),São José do Sul,"2,440"
(RS),São José dos Ausentes,"4,286"
(RS),São Leopoldo,"225,669"
(RS),São Lourenço do Sul,"43,283"
(RS),São Luiz Gonzaga,"35,858"
(RS),São Marcos,"21,537"
(RS),São Martinho,"5,589"
(RS),São Martinho da Serra,"2,911"
(RS),São Miguel das Missões,"7,196"
(RS),São Nicolau,"5,248"
(RS),São Paulo das Missões,"5,948"
(RS),São Pedro da Serra,"3,614"
(RS),São Pedro das Missões,"1,791"
(RS),São Pedro do Butiá,"3,139"
(RS),São Pedro do Sul,"15,870"
(RS),São Sebastião do Caí,"24,883"
(RS),São Sepé,"21,575"
(RS),São Valentim,"3,324"
(RS),São Valentim do Sul,"2,255"
(RS),São Valério do Sul,"2,594"
(RS),São Vendelino,"2,306"
(RS),São Vicente do Sul,"8,259"
(RS),Sapiranga,"77,898"
(RS),Sapucaia do Sul,"136,542"
(RS),Sarandi,"23,356"
(RS),Seberi,"12,313"
(RS),Sede Nova,"2,753"
(RS),Segredo,"6,107"
(RS),Selbach,"5,220"
(RS),Senador Salgado Filho,"2,726"
(RS),Sentinela do Sul,"5,422"
(RS),Serafina Corrêa,"17,379"
(RS),Sério,"2,093"
(RS),Sertão,"5,637"
(RS),Sertão Santana,"5,988"
(RS),Sete de Setembro,"1,884"
(RS),Severiano de Almeida,"3,467"
(RS),Silveira Martins,"2,060"
(RS),Sinimbu,"8,698"
(RS),Sobradinho,"14,512"
(RS),Soledade,"30,936"
(RS),Tabaí,"4,565"
(RS),Tapejara,"25,201"
(RS),Tapera,"10,822"
(RS),Tapes,"14,938"
(RS),Taquara,"54,360"
(RS),Taquari,"25,968"
(RS),Taquaruçu do Sul,"3,190"
(RS),Tavares,"5,319"
(RS),Tenente Portela,"14,811"
(RS),Terra de Areia,"10,569"
(RS),Teutônia,"33,963"
(RS),Tio Hugo,"3,352"
(RS),Tiradentes do Sul,"5,201"
(RS),Toropi,"2,598"
(RS),Torres,"43,268"
(RS),Tramandaí,"56,296"
(RS),Travesseiro,"2,193"
(RS),Três Arroios,"2,638"
(RS),Três Cachoeiras,"11,216"
(RS),Três Coroas,"24,420"
(RS),Três de Maio,"25,452"
(RS),Três Forquilhas,"2,814"
(RS),Três Palmeiras,"4,826"
(RS),Três Passos,"26,284"
(RS),Trindade do Sul,"7,766"
(RS),Triunfo,"28,414"
(RS),Tucunduva,"5,649"
(RS),Tunas,"3,739"
(RS),Tupanci do Sul,"1,398"
(RS),Tupanciretã,"20,345"
(RS),Tupandi,"5,160"
(RS),Tuparendi,"8,536"
(RS),Turuçu,"3,489"
(RS),Ubiretama,"2,028"
(RS),União da Serra,"1,186"
(RS),Unistalda,"2,052"
(RS),Uruguaiana,"120,885"
(RS),Vacaria,"66,110"
(RS),Vale Verde,"3,214"
(RS),Vale do Sol,"10,080"
(RS),Vale Real,"6,213"
(RS),Vanini,"2,047"
(RS),Venâncio Aires,"70,805"
(RS),Vera Cruz,"27,638"
(RS),Veranópolis,"24,540"
(RS),Vespasiano Corrêa,"1,852"
(RS),Viadutos,"4,852"
(RS),Viamão,"232,113"
(RS),Vicente Dutra,"4,747"
(RS),Victor Graeff,"2,832"
(RS),Vila Flores,"3,736"
(RS),Vila Lângaro,"2,122"
(RS),Vila Maria,"4,512"
(RS),Vila Nova do Sul,"3,935"
(RS),Vista Alegre,"2,712"
(RS),Vista Alegre do Prata,"1,624"
(RS),Vista Gaúcha,"2,842"
(RS),Vitória das Missões,"3,318"
(RS),Westfália,"3,219"
(RS),Xangri-lá,"16,907"
(MS),Água Clara,"17,647"
(MS),Alcinópolis,"4,648"
(MS),Amambai,"41,414"
(MS),Anastácio,"24,741"
(MS),Anaurilândia,"7,735"
(MS),Angélica,"11,203"
(MS),Antônio João,"9,641"
(MS),Aparecida do Taboado,"29,446"
(MS),Aquidauana,"48,561"
(MS),Aral Moreira,"11,085"
(MS),Bandeirantes,"8,276"
(MS),Bataguassu,"24,004"
(MS),Batayporã,"10,953"
(MS),Bela Vista,"21,965"
(MS),Bodoquena,"8,849"
(MS),Bonito,"24,761"
(MS),Brasilândia,"11,840"
(MS),Caarapó,"32,406"
(MS),Camapuã,"13,920"
(MS),Campo Grande,"954,537"
(MS),Caracol,"5,115"
(MS),Cassilândia,"21,549"
(MS),Chapadão do Sul,"33,791"
(MS),Corguinho,"4,893"
(MS),Coronel Sapucaia,"14,661"
(MS),Corumbá,"99,107"
(MS),Costa Rica,"28,163"
(MS),Coxim,"33,390"
(MS),Deodápolis,"14,210"
(MS),Dois Irmãos do Buriti,"11,470"
(MS),Douradina,"5,749"
(MS),Dourados,"260,640"
(MS),Eldorado,"11,633"
(MS),Fátima do Sul,"21,388"
(MS),Figueirão,"3,709"
(MS),Glória de Dourados,"10,777"
(MS),Guia Lopes da Laguna,"10,135"
(MS),Iguatemi,"14,017"
(MS),Inocência,"8,712"
(MS),Itaporã,"25,075"
(MS),Itaquiraí,"19,996"
(MS),Ivinhema,"29,613"
(MS),Japorã,"8,409"
(MS),Jaraguari,"7,425"
(MS),Jardim,"24,509"
(MS),Jateí,"3,620"
(MS),Juti,"7,009"
(MS),Ladário,"22,290"
(MS),Laguna Carapã,"7,012"
(MS),Maracaju,"47,558"
(MS),Miranda,"26,487"
(MS),Mundo Novo,"19,937"
(MS),Naviraí,"52,707"
(MS),Nioaque,"13,412"
(MS),Nova Alvorada do Sul,"23,054"
(MS),Nova Andradina,"50,610"
(MS),Novo Horizonte do Sul,"4,811"
(MS),Paraíso das Águas,"5,777"
(MS),Paranaíba,"42,543"
(MS),Paranhos,"13,323"
(MS),Pedro Gomes,"6,974"
(MS),Ponta Porã,"97,577"
(MS),Porto Murtinho,"12,864"
(MS),Ribas do Rio Pardo,"23,996"
(MS),Rio Brilhante,"39,936"
(MS),Rio Negro,"4,933"
(MS),Rio Verde de Mato Grosso,"20,393"
(MS),Rochedo,"5,407"
(MS),Santa Rita do Pardo,"7,174"
(MS),São Gabriel do Oeste,"31,694"
(MS),Sete Quedas,"11,301"
(MS),Selvíria,"8,593"
(MS),Sidrolândia,"49,374"
(MS),Sonora,"14,822"
(MS),Tacuru,"11,159"
(MS),Taquarussu,"3,730"
(MS),Terenos,"18,139"
(MS),Três Lagoas,"141,435"
(MS),Vicentina,"6,476"
(MT),Acorizal,"4,990"
(MT),Água Boa,"31,314"
(MT),Alta Floresta,"61,291"
(MT),Alto Araguaia,"17,657"
(MT),Alto Boa Vista,"5,875"
(MT),Alto Garças,"13,707"
(MT),Alto Paraguai,"7,717"
(MT),Alto Taquari,"11,571"
(MT),Apiacás,"8,692"
(MT),Araguaiana,"3,950"
(MT),Araguainha,"1,006"
(MT),Araputanga,"14,854"
(MT),Arenápolis,"10,747"
(MT),Aripuanã,"26,010"
(MT),Barão de Melgaço,"7,204"
(MT),Barra do Bugres,"29,576"
(MT),Barra do Garças,"72,694"
(MT),Boa Esperança do Norte,"5,772"
(MT),Bom Jesus do Araguaia,"7,731"
(MT),Brasnorte,"17,496"
(MT),Cáceres,"91,626"
(MT),Campinápolis,"15,713"
(MT),Campo Novo do Parecis,"50,033"
(MT),Campo Verde,"47,831"
(MT),Campos de Júlio,"9,608"
(MT),Canabrava do Norte,"4,480"
(MT),Canarana,"27,657"
(MT),Carlinda,"10,324"
(MT),Castanheira,"7,459"
(MT),Chapada dos Guimarães,"19,374"
(MT),Cláudia,"9,436"
(MT),Cocalinho,"6,428"
(MT),Colíder,"32,010"
(MT),Colniza,"26,090"
(MT),Comodoro,"18,461"
(MT),Confresa,"37,541"
(MT),Conquista D'Oeste,"3,874"
(MT),Cotriguaçu,"10,398"
(MT),Cuiabá,"682,932"
(MT),Curvelândia,"4,967"
(MT),Denise,"6,815"
(MT),Diamantino,"22,479"
(MT),Dom Aquino,"7,915"
(MT),Feliz Natal,"10,564"
(MT),Figueirópolis D'Oeste,"3,112"
(MT),Gaúcha do Norte,"9,181"
(MT),General Carneiro,"6,250"
(MT),Glória D'Oeste,"2,899"
(MT),Guarantã do Norte,"31,328"
(MT),Guiratinga,"10,532"
(MT),Indiavaí,"2,194"
(MT),Ipiranga do Norte,"8,409"
(MT),Itanhangá,"8,049"
(MT),Itaúba,"5,161"
(MT),Itiquira,"12,519"
(MT),Jaciara,"29,560"
(MT),Jangada,"7,447"
(MT),Jauru,"8,076"
(MT),Juara,"35,899"
(MT),Juína,"47,800"
(MT),Juruena,"10,149"
(MT),Juscimeira,"11,620"
(MT),Lambari D'Oeste,"4,724"
(MT),Lucas do Rio Verde,"92,256"
(MT),Luciara,"2,591"
(MT),Vila Bela da Santíssima Trindade,"17,384"
(MT),Marcelândia,"11,414"
(MT),Matupá,"21,415"
(MT),Mirassol d'Oeste,"27,511"
(MT),Nobres,"15,753"
(MT),Nortelândia,"5,935"
(MT),Nossa Senhora do Livramento,"11,658"
(MT),Nova Bandeirantes,"14,160"
(MT),Nova Nazaré,"4,467"
(MT),Nova Lacerda,"6,965"
(MT),Nova Santa Helena,"4,431"
(MT),Nova Brasilândia,"3,853"
(MT),Nova Canaã do Norte,"11,771"
(MT),Nova Mutum,"61,223"
(MT),Nova Olímpia,"16,314"
(MT),Nova Ubiratã,"9,589"
(MT),Nova Xavantina,"25,486"
(MT),Novo Mundo,"6,444"
(MT),Novo Horizonte do Norte,"3,307"
(MT),Novo São Joaquim,"7,160"
(MT),Paranaíta,"11,989"
(MT),Paranatinga,"28,204"
(MT),Novo Santo Antônio,"2,040"
(MT),Pedra Preta,"18,722"
(MT),Peixoto de Azevedo,"33,599"
(MT),Planalto da Serra,"3,287"
(MT),Poconé,"31,269"
(MT),Pontal do Araguaia,"7,299"
(MT),Ponte Branca,"2,076"
(MT),Pontes e Lacerda,"54,795"
(MT),Porto Alegre do Norte,"12,524"
(MT),Porto dos Gaúchos,"5,690"
(MT),Porto Esperidião,"10,167"
(MT),Porto Estrela,"3,181"
(MT),Poxoréu,"24,587"
(MT),Primavera do Leste,"92,927"
(MT),Querência,"29,820"
(MT),São José dos Quatro Marcos,"17,830"
(MT),Reserva do Cabaçal,"2,062"
(MT),Ribeirão Cascalheira,"10,431"
(MT),Ribeirãozinho,"2,697"
(MT),Rio Branco,"4,489"
(MT),Santa Carmem,"5,677"
(MT),Santo Afonso,"2,460"
(MT),São José do Povo,"2,780"
(MT),São José do Rio Claro,"14,662"
(MT),São José do Xingu,"6,168"
(MT),São Pedro da Cipa,"4,247"
(MT),Rondolândia,"3,527"
(MT),Rondonópolis,"259,167"
(MT),Rosário Oeste,"15,236"
(MT),Santa Cruz do Xingu,"2,834"
(MT),Salto do Céu,"3,679"
(MT),Santa Rita do Trivelato,"3,463"
(MT),Santa Terezinha,"7,720"
(MT),Santo Antônio do Leste,"4,212"
(MT),Santo Antônio do Leverger,"16,795"
(MT),São Félix do Araguaia,"14,332"
(MT),Sapezal,"31,499"
(MT),Serra Nova Dourada,"1,901"
(MT),Sinop,"216,029"
(MT),Sorriso,"120,561"
(MT),Tabaporã,"9,908"
(MT),Tangará da Serra,"112,547"
(MT),Tapurah,"15,272"
(MT),Terra Nova do Norte,"10,641"
(MT),Tesouro,"2,977"
(MT),Torixoréu,"4,230"
(MT),União do Sul,"3,897"
(MT),Vale de São Domingos,"2,907"
(MT),Várzea Grande,"314,627"
(MT),Vera,"10,584"
(MT),Vila Rica,"19,827"
(MT),Nova Guarita,"4,579"
(MT),Nova Marilândia,"3,678"
(MT),Nova Maringá,"5,775"
(MT),Nova Monte Verde,"8,451"
(GO),Abadia de Goiás,"21,165"
(GO),Abadiânia,"17,638"
(GO),Acreúna,"21,995"
(GO),Adelândia,"2,297"
(GO),Água Fria de Goiás,"4,991"
(GO),Água Limpa,"1,856"
(GO),Águas Lindas de Goiás,"240,613"
(GO),Alexânia,"28,009"
(GO),Aloândia,"1,984"
(GO),Alto Horizonte,"6,375"
(GO),Alto Paraíso de Goiás,"10,936"
(GO),Alvorada do Norte,"8,597"
(GO),Amaralina,"3,281"
(GO),Americano do Brasil,"5,281"
(GO),Amorinópolis,"2,952"
(GO),Anápolis,"415,847"
(GO),Anhanguera,"921"
(GO),Anicuns,"18,443"
(GO),Aparecida de Goiânia,"550,925"
(GO),Aparecida do Rio Doce,"3,012"
(GO),Aporé,"4,452"
(GO),Araçu,"3,842"
(GO),Aragarças,"18,604"
(GO),Aragoiânia,"12,554"
(GO),Araguapaz,"7,182"
(GO),Arenópolis,"2,930"
(GO),Aruanã,"8,515"
(GO),Aurilândia,"3,266"
(GO),Avelinópolis,"2,963"
(GO),Baliza,"3,335"
(GO),Barro Alto,"10,738"
(GO),Bela Vista de Goiás,"36,583"
(GO),Bom Jardim de Goiás,"7,824"
(GO),Bom Jesus de Goiás,"24,701"
(GO),Bonfinópolis,"10,828"
(GO),Bonópolis,"3,306"
(GO),Brazabrantes,"4,149"
(GO),Britânia,"5,788"
(GO),Buriti Alegre,"10,831"
(GO),Buriti de Goiás,"2,789"
(GO),Buritinópolis,"3,154"
(GO),Cabeceiras,"7,678"
(GO),Cachoeira Alta,"11,789"
(GO),Cachoeira de Goiás,"1,419"
(GO),Cachoeira Dourada,"7,801"
(GO),Caçu,"14,006"
(GO),Caiapônia,"16,655"
(GO),Caldas Novas,"104,788"
(GO),Caldazinha,"4,735"
(GO),Campestre de Goiás,"3,854"
(GO),Campinaçu,"3,758"
(GO),Campinorte,"12,879"
(GO),Campo Alegre de Goiás,"7,711"
(GO),Campo Limpo de Goiás,"8,449"
(GO),Campos Belos,"18,258"
(GO),Campos Verdes,"3,899"
(GO),Carmo do Rio Verde,"9,937"
(GO),Castelândia,"2,921"
(GO),Catalão,"120,789"
(GO),Caturaí,"5,318"
(GO),Cavalcante,"9,721"
(GO),Ceres,"22,484"
(GO),Cezarina,"8,265"
(GO),Chapadão do Céu,"13,897"
(GO),Cidade Ocidental,"98,963"
(GO),Cocalzinho de Goiás,"26,638"
(GO),Colinas do Sul,"4,153"
(GO),Córrego do Ouro,"2,456"
(GO),Corumbá de Goiás,"10,714"
(GO),Corumbaíba,"9,416"
(GO),Cristalina,"65,705"
(GO),Cristianópolis,"3,630"
(GO),Crixás,"17,445"
(GO),Cromínia,"3,977"
(GO),Cumari,"2,955"
(GO),Damianópolis,"3,884"
(GO),Damolândia,"2,755"
(GO),Davinópolis,"1,901"
(GO),Diorama,"2,023"
(GO),Doverlândia,"6,895"
(GO),Edealina,"4,087"
(GO),Edéia,"11,953"
(GO),Estrela do Norte,"3,224"
(GO),Faina,"7,164"
(GO),Fazenda Nova,"5,878"
(GO),Firminópolis,"10,365"
(GO),Flores de Goiás,"14,156"
(GO),Formosa,"120,478"
(GO),Formoso,"4,681"
(GO),Gameleira de Goiás,"3,542"
(GO),Divinópolis de Goiás,"4,440"
(GO),Goianápolis,"14,555"
(GO),Goiandira,"4,986"
(GO),Goianésia,"77,014"
(GO),Goiânia,"1,494,599"
(GO),Goianira,"78,754"
(GO),Goiás,"24,233"
(GO),Goiatuba,"36,777"
(GO),Gouvelândia,"4,356"
(GO),Guapó,"20,588"
(GO),Guaraíta,"2,185"
(GO),Guarani de Goiás,"4,106"
(GO),Guarinos,"2,165"
(GO),Heitoraí,"3,360"
(GO),Hidrolândia,"29,827"
(GO),Hidrolina,"3,514"
(GO),Iaciara,"10,430"
(GO),Inaciolândia,"6,061"
(GO),Indiara,"17,747"
(GO),Inhumas,"53,629"
(GO),Ipameri,"26,163"
(GO),Ipiranga de Goiás,"2,964"
(GO),Iporá,"36,983"
(GO),Israelândia,"2,540"
(GO),Itaberaí,"46,943"
(GO),Itaguari,"5,088"
(GO),Itaguaru,"4,880"
(GO),Itajá,"4,328"
(GO),Itapaci,"21,708"
(GO),Itapirapuã,"8,125"
(GO),Itapuranga,"26,574"
(GO),Itarumã,"6,142"
(GO),Itauçu,"7,701"
(GO),Itumbiara,"112,289"
(GO),Ivolândia,"2,729"
(GO),Jandaia,"6,360"
(GO),Jaraguá,"46,427"
(GO),Jataí,"110,404"
(GO),Jaupaci,"2,946"
(GO),Jesúpolis,"2,124"
(GO),Joviânia,"7,247"
(GO),Jussara,"19,901"
(GO),Lagoa Santa,"1,426"
(GO),Leopoldo de Bulhões,"9,035"
(GO),Luziânia,"218,872"
(GO),Mairipotaba,"2,618"
(GO),Mambaí,"8,405"
(GO),Mara Rosa,"10,815"
(GO),Marzagão,"2,893"
(GO),Matrinchã,"4,033"
(GO),Maurilândia,"10,239"
(GO),Mimoso de Goiás,"2,633"
(GO),Minaçu,"26,939"
(GO),Mineiros,"73,781"
(GO),Moiporá,"1,693"
(GO),Monte Alegre de Goiás,"6,613"
(GO),Montes Claros de Goiás,"8,972"
(GO),Montividiu,"12,957"
(GO),Montividiu do Norte,"3,770"
(GO),Morrinhos,"53,640"
(GO),Morro Agudo de Goiás,"2,499"
(GO),Mossâmedes,"4,655"
(GO),Mozarlândia,"15,109"
(GO),Mundo Novo,"6,223"
(GO),Mutunópolis,"3,562"
(GO),Nazário,"8,330"
(GO),Nerópolis,"33,706"
(GO),Niquelândia,"34,466"
(GO),Nova América,"2,375"
(GO),Nova Aurora,"2,130"
(GO),Nova Crixás,"13,095"
(GO),Nova Glória,"8,375"
(GO),Nova Iguaçu de Goiás,"3,072"
(GO),Nova Roma,"3,053"
(GO),Nova Veneza,"9,790"
(GO),Novo Brasil,"3,568"
(GO),Novo Gama,"107,092"
(GO),Novo Planalto,"3,723"
(GO),Orizona,"16,890"
(GO),Ouro Verde de Goiás,"4,108"
(GO),Ouvidor,"7,542"
(GO),Padre Bernardo,"36,692"
(GO),Palestina de Goiás,"3,132"
(GO),Palmeiras de Goiás,"33,749"
(GO),Palmelo,"2,273"
(GO),Palminópolis,"3,939"
(GO),Panamá,"2,449"
(GO),Paranaiguara,"7,470"
(GO),Paraúna,"10,749"
(GO),Perolândia,"3,000"
(GO),Petrolina de Goiás,"9,577"
(GO),Pilar de Goiás,"2,288"
(GO),Piracanjuba,"25,309"
(GO),Piranhas,"11,913"
(GO),Pirenópolis,"27,757"
(GO),Pires do Rio,"33,494"
(GO),Planaltina,"110,619"
(GO),Pontalina,"18,685"
(GO),Porangatu,"45,400"
(GO),Porteirão,"4,225"
(GO),Portelândia,"3,234"
(GO),Posse,"36,060"
(GO),Professor Jamil,"3,732"
(GO),Quirinópolis,"49,986"
(GO),Rialma,"12,551"
(GO),Rianápolis,"3,938"
(GO),Rio Quente,"3,994"
(GO),Rio Verde,"238,025"
(GO),Rubiataba,"20,132"
(GO),Sanclerlândia,"8,063"
(GO),Santa Bárbara de Goiás,"6,280"
(GO),Santa Cruz de Goiás,"3,016"
(GO),Santa Fé de Goiás,"5,036"
(GO),Santa Helena de Goiás,"39,481"
(GO),Santa Isabel,"3,556"
(GO),Santa Rita do Araguaia,"5,842"
(GO),Santa Rita do Novo Destino,"2,648"
(GO),Santa Rosa de Goiás,"2,837"
(GO),Santa Tereza de Goiás,"3,225"
(GO),Santa Terezinha de Goiás,"10,818"
(GO),Santo Antônio da Barra,"4,293"
(GO),Santo Antônio de Goiás,"7,873"
(GO),Santo Antônio do Descoberto,"74,614"
(GO),São Domingos,"9,581"
(GO),São Francisco de Goiás,"6,491"
(GO),São João d'Aliança,"14,757"
(GO),São João da Paraúna,"1,807"
(GO),São Luís de Montes Belos,"35,031"
(GO),São Luiz do Norte,"4,926"
(GO),São Miguel do Araguaia,"22,079"
(GO),São Miguel do Passa Quatro,"4,621"
(GO),São Patrício,"2,190"
(GO),São Simão,"17,194"
(GO),Senador Canedo,"169,849"
(GO),Serranópolis,"8,201"
(GO),Silvânia,"22,939"
(GO),Simolândia,"5,693"
(GO),Sítio d'Abadia,"2,973"
(GO),Taquaral de Goiás,"4,146"
(GO),Teresina de Goiás,"2,685"
(GO),Terezópolis de Goiás,"8,243"
(GO),Três Ranchos,"2,970"
(GO),Trindade,"150,858"
(GO),Trombas,"3,106"
(GO),Turvânia,"4,478"
(GO),Turvelândia,"5,130"
(GO),Uirapuru,"2,809"
(GO),Uruaçu,"44,150"
(GO),Uruana,"13,871"
(GO),Urutaí,"3,667"
(GO),Valparaíso de Goiás,"213,506"
(GO),Varjão,"3,768"
(GO),Vianópolis,"15,476"
(GO),Vicentinópolis,"9,077"
(GO),Vila Boa,"4,185"
(GO),Vila Propício,"5,982"
(DF),Brasília,"2,982,818"
